time_s,pos_turns,pos_deg,normalized,velocity_turns_s,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,effective_current_lim_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,power_loss_W,active_errors,time_s,motor_temp_C,power_elec_W,,joules in interval,total,motor_temp_C
195.441,-0.23749,-85.5,0,0,0,0,0.0034,0,40,80.1,52.8,18.12,0,0,0,0,0,195.441,80.1,0,,0,7251.0201,80.1
195.468,-0.2375,-85.5,0,-0.002,0,0,0.0062,0,40,80.1,52.8,18.12,0,0,0,0,0,195.468,80.1,0,,0,7251.0201,80.1
195.498,-0.23749,-85.5,0,-0.003,0,0,-0.0034,0,40,80.1,52.8,18.12,0,0,0,0,0,195.498,80.1,0,,0,7251.0201,80.1
195.53,-0.23751,-85.5,0,0.001,0,0,0.0052,0,40,80.1,52.8,18.12,0,0,0,0,0,195.53,80.1,0,,0,7251.0201,80.1
195.562,-0.23752,-85.5,0,0.001,0,0,0.0029,0,40,80,52.8,18.12,0,0,0,0,0,195.562,80,0,,0,7251.0201,80
195.593,-0.23749,-85.5,0,0.002,0,0,0.0032,0,40,80,52.8,18.12,0,0,0,0,0,195.593,80,0,,0,7251.0201,80
195.624,-0.23749,-85.5,0,0,0,0,0.0038,0,40,80,52.7,18.12,0,0,0,0,0,195.624,80,0,,0,7251.0201,80
195.652,-0.23749,-85.5,0,0,0,0,0.0001,0,40,80,52.7,18.12,0,0,0,0,0,195.652,80,0,,0,7251.0201,80
195.685,-0.23749,-85.5,0,0.006,0,0,0.0016,0,40,80,52.7,18.12,0,-0.01,0,0,0,195.685,80,-0.01,,-0.0003,7251.0198,80
195.716,-0.23749,-85.5,0,0,0,0,0.0003,0,40,80,52.7,18.12,0,0,0,0,0,195.716,80,0,,0,7251.0198,80
195.748,-0.23749,-85.5,0,0,0,0,-0.0033,0,40,80,52.7,18.12,0,0,0,0,0,195.748,80,0,,0,7251.0198,80
195.782,-0.2375,-85.5,0,0,0,0,0.0006,0,40,79.9,52.7,18.13,0,0,0,0,0,195.782,79.9,0,,0,7251.0198,79.9
195.814,-0.23749,-85.5,0,0.001,0,0,0.0031,0,40,79.9,52.7,18.13,0,0,0,0,0,195.814,79.9,0,,0,7251.0198,79.9
195.844,-0.23749,-85.5,0,0.002,0,0,0.0029,0,40,79.9,52.7,18.12,0,0,0,0,0,195.844,79.9,0,,0,7251.0198,79.9
195.874,-0.23749,-85.5,0,0.001,0,0,-0.0056,0,40,79.9,52.7,18.12,0,0,0,0,0,195.874,79.9,0,,0,7251.0198,79.9
195.904,-0.23749,-85.5,0,-0.008,0,0,-0.0004,0,40,79.9,52.7,18.12,0,0,0,0,0,195.904,79.9,0,,0,7251.0198,79.9
195.935,-0.23749,-85.5,0,0,0,0,0.0037,0,40,79.9,52.7,18.12,0,0,0,0,0,195.935,79.9,0,,0,7251.0198,79.9
195.967,-0.23749,-85.5,0,0,0,0,0.0021,0,40,79.9,52.7,18.12,0,0,0,0,0,195.967,79.9,0,,0,7251.0198,79.9
195.999,-0.23749,-85.5,0,0.001,0,0,0.0083,0,40,79.8,52.7,18.12,0,0,0,0,0,195.999,79.8,0,,0,7251.0198,79.8
196.029,-0.23749,-85.5,0,0,0,0,-0.0035,0,40,79.8,52.7,18.12,0,0,0,0,0,196.029,79.8,0,,0,7251.0198,79.8
196.058,-0.23749,-85.5,0,0,0,0,-0.0048,0,40,79.8,52.6,18.12,0,0,0,0,0,196.058,79.8,0,,0,7251.0198,79.8
196.085,-0.23749,-85.5,0,0.001,0,0,0.0043,0,40,79.8,52.6,18.12,0,0,0,0,0,196.085,79.8,0,,0,7251.0198,79.8
196.115,-0.23749,-85.5,0,0,0,0,-0.0031,0,40,79.8,52.6,18.13,0,0,0,0,0,196.115,79.8,0,,0,7251.0198,79.8
196.143,-0.2375,-85.5,0,0,0,0,-0.0032,0,40,79.8,52.6,18.13,0,0,0,0,0,196.143,79.8,0,,0,7251.0198,79.8
196.173,-0.23749,-85.5,0,0.002,0,0,0.0035,0,40,79.8,52.6,18.13,0,0,0,0,0,196.173,79.8,0,,0,7251.0198,79.8
196.202,-0.2375,-85.5,0,-0.001,0,0,0.0016,0,40,79.7,52.6,18.12,0,0,0,0,0,196.202,79.7,0,,0,7251.0198,79.7
196.231,-0.23749,-85.5,0,0,0,0,-0.0031,0,40,79.7,52.6,18.12,0,0,0,0,0,196.231,79.7,0,,0,7251.0198,79.7
196.261,-0.23749,-85.5,0,0,0,0,0.0001,0,40,79.7,52.6,18.12,0,0,0,0,0,196.261,79.7,0,,0,7251.0198,79.7
196.287,-0.23749,-85.5,0,0,0,0,-0.0015,0,40,79.7,52.6,18.12,0,0,0,0,0,196.287,79.7,0,,0,7251.0198,79.7
196.317,-0.23749,-85.5,0,-0.007,0,0,-0.0002,0,40,79.7,52.6,18.12,0,0,0,0,0,196.317,79.7,0,,0,7251.0198,79.7
196.348,-0.23747,-85.5,0,0,0,0,0.0016,0,40,79.7,52.6,18.12,0,0,0,0,0,196.348,79.7,0,,0,7251.0198,79.7
196.379,-0.23749,-85.5,0,0.001,0,0,0.0003,0,40,79.7,52.6,18.12,0,0,0,0,0,196.379,79.7,0,,0,7251.0198,79.7
196.411,-0.23749,-85.5,0,0.001,0,0,0.0005,0,40,79.7,52.6,18.12,0,0,0,0,0,196.411,79.7,0,,0,7251.0198,79.7
196.436,-0.23749,-85.5,0,0,0,0,-0.0011,0,40,79.6,52.6,18.13,0,0,0,0,0,196.436,79.6,0,,0,7251.0198,79.6
196.466,-0.23749,-85.5,0,0,0,0,0.0027,0,40,79.6,52.6,18.12,0,0,0,0,0,196.466,79.6,0,,0,7251.0198,79.6
196.496,-0.23749,-85.5,0,0,0,0,-0.0003,0,40,79.6,52.5,18.12,0,0,0,0,0,196.496,79.6,0,,0,7251.0198,79.6
196.527,-0.23749,-85.5,0,0.001,0,0,0.0015,0,40,79.6,52.5,18.12,0,0,0,0,0,196.527,79.6,0,,0,7251.0198,79.6
196.557,-0.23749,-85.5,0,0.001,0,0,0,0,40,79.6,52.5,18.13,0,0,0,0,0,196.557,79.6,0,,0,7251.0198,79.6
196.585,-0.23749,-85.5,0,0.001,0,0,0.0071,0,40,79.6,52.5,18.13,0,0,0,0,0,196.585,79.6,0,,0,7251.0198,79.6
196.615,-0.23749,-85.5,0,0,0,0,-0.0006,0,40,79.6,52.5,18.13,0,0,0,0,0,196.615,79.6,0,,0,7251.0198,79.6
196.645,-0.23749,-85.5,0,0,0,0,0.0014,0,40,79.5,52.5,18.13,0,0,0,0,0,196.645,79.5,0,,0,7251.0198,79.5
196.675,-0.23749,-85.5,0,0.001,0,0,0.0005,0,40,79.5,52.5,18.12,0,0,0,0,0,196.675,79.5,0,,0,7251.0198,79.5
196.704,-0.23749,-85.5,0,0,0,0,0.0047,0,40,79.5,52.5,18.12,0,0,0,0,0,196.704,79.5,0,,0,7251.0198,79.5
196.733,-0.23749,-85.5,0,0,0,0,0.0043,0,40,79.5,52.5,18.13,0,0,0,0,0,196.733,79.5,0,,0,7251.0198,79.5
196.765,-0.23749,-85.5,0,0.001,0,0,-0.0022,0,40,79.5,52.5,18.13,0,0,0,0,0,196.765,79.5,0,,0,7251.0198,79.5
196.798,-0.23749,-85.5,0,0,0,0,0.0053,0,40,79.5,52.5,18.13,0,0,0,0,0,196.798,79.5,0,,0,7251.0198,79.5
196.826,-0.23749,-85.5,0,0.001,0,0,0.0067,0,40,79.5,52.5,18.13,0,0,0,0,0,196.826,79.5,0,,0,7251.0198,79.5
196.851,-0.23749,-85.5,0,0.001,0,0,-0.0021,0,40,79.5,52.5,18.12,0,0,0,0,0,196.851,79.5,0,,0,7251.0198,79.5
196.881,-0.23749,-85.5,0,0.001,0,0,0.001,0,40,79.4,52.5,18.12,0,-0.01,0,0,0,196.881,79.4,-0.01,,-0.0003,7251.0195,79.4
196.911,-0.23749,-85.5,0,0.001,0,0,-0.0001,0,40,79.4,52.4,18.12,0,0,0,0,0,196.911,79.4,0,,0,7251.0195,79.4
196.943,-0.23749,-85.5,0,-0.001,0,0,-0.002,0,40,79.4,52.4,18.13,0,0,0,0,0,196.943,79.4,0,,0,7251.0195,79.4
196.974,-0.23749,-85.5,0,0,0,0,-0.0075,0,40,79.4,52.4,18.13,0,0,0,0,0,196.974,79.4,0,,0,7251.0195,79.4
197.002,-0.2375,-85.5,0,0,0,0,-0.0027,0,40,79.4,52.4,18.13,0,0,0,0,0,197.002,79.4,0,,0,7251.0195,79.4
197.031,-0.23749,-85.5,0,-0.007,0,0,0.0063,0,40,79.4,52.4,18.12,0,0,0,0,0,197.031,79.4,0,,0,7251.0195,79.4
197.062,-0.23749,-85.5,0,0,0,0,-0.0046,0,40,79.4,52.4,18.12,0,0,0,0,0,197.062,79.4,0,,0,7251.0195,79.4
197.094,-0.23749,-85.5,0,0,0,0,-0.0032,0,40,79.4,52.4,18.13,0,0,0,0,0,197.094,79.4,0,,0,7251.0195,79.4
197.122,-0.23749,-85.5,0,0,0,0,0.0054,0,40,79.3,52.4,18.12,0,0,0,0,0,197.122,79.3,0,,0,7251.0195,79.3
197.152,-0.23749,-85.5,0,0.001,0,0,0.0029,0,40,79.3,52.4,18.12,0,0,0,0,0,197.152,79.3,0,,0,7251.0195,79.3
197.185,-0.23749,-85.5,0,0,0,0,0.005,0,40,79.3,52.4,18.12,0,0,0,0,0,197.185,79.3,0,,0,7251.0195,79.3
197.216,-0.23749,-85.5,0,0,0,0,0.005,0,40,79.3,52.4,18.12,0,0,0,0,0,197.216,79.3,0,,0,7251.0195,79.3
197.246,-0.23749,-85.5,0,0,0,0,-0.0053,0,40,79.3,52.4,18.12,0,0,0,0,0,197.246,79.3,0,,0,7251.0195,79.3
197.278,-0.23749,-85.5,0,0,0,0,-0.0027,0,40,79.3,52.4,18.13,0,0,0,0,0,197.278,79.3,0,,0,7251.0195,79.3
197.309,-0.2375,-85.5,0,-0.001,0,0,0.0027,0,40,79.3,52.4,18.13,0,0,0,0,0,197.309,79.3,0,,0,7251.0195,79.3
197.339,-0.23749,-85.5,0,0,0,0,0.0061,0,40,79.3,52.4,18.13,0,0,0,0,0,197.339,79.3,0,,0,7251.0195,79.3
197.368,-0.23749,-85.5,0,0,0,0,0.0096,0,40,79.2,52.3,18.12,0,0,0,0,0,197.368,79.2,0,,0,7251.0195,79.2
197.402,-0.23749,-85.5,0,0.001,0,0,0.0032,0,40,79.2,52.3,18.13,0,0,0,0,0,197.402,79.2,0,,0,7251.0195,79.2
197.431,-0.23749,-85.5,0,0,0,0,0.0004,0,40,79.2,52.3,18.13,0,0,0,0,0,197.431,79.2,0,,0,7251.0195,79.2
197.459,-0.23749,-85.5,0,0.001,0,0,-0.001,0,40,79.2,52.3,18.13,0,0,0,0,0,197.459,79.2,0,,0,7251.0195,79.2
197.485,-0.23749,-85.5,0,0.001,0,0,0.0016,0,40,79.2,52.3,18.13,0,0,0,0,0,197.485,79.2,0,,0,7251.0195,79.2
197.517,-0.23749,-85.5,0,0.001,0,0,-0.0058,0,40,79.2,52.3,18.13,0,0,0,0,0,197.517,79.2,0,,0,7251.0195,79.2
197.548,-0.23749,-85.5,0,0.001,0,0,0.0042,0,40,79.2,52.3,18.12,0,0,0,0,0,197.548,79.2,0,,0,7251.0195,79.2
197.576,-0.23749,-85.5,0,0,0,0,0.001,0,40,79.2,52.3,18.13,0,0,0,0,0,197.576,79.2,0,,0,7251.0195,79.2
197.606,-0.23749,-85.5,0,0,0,0,0.0025,0,40,79.1,52.3,18.12,0,0,0,0,0,197.606,79.1,0,,0,7251.0195,79.1
197.635,-0.23749,-85.5,0,0,0,0,-0.0027,0,40,79.1,52.3,18.12,0,0,0,0,0,197.635,79.1,0,,0,7251.0195,79.1
197.664,-0.2375,-85.5,0,-0.001,0,0,0.0044,0,40,79.1,52.3,18.12,0,0,0,0,0,197.664,79.1,0,,0,7251.0195,79.1
197.693,-0.23749,-85.5,0,0,0,0,0.0003,0,40,79.1,52.3,18.12,0,0,0,0,0,197.693,79.1,0,,0,7251.0195,79.1
197.725,-0.2375,-85.5,0,-0.001,0,0,-0.0029,0,40,79.1,52.3,18.12,0,0,0,0,0,197.725,79.1,0,,0,7251.0195,79.1
197.754,-0.23749,-85.5,0,0,0,0,-0.0003,0,40,79.1,52.3,18.14,0,0,0,0,0,197.754,79.1,0,,0,7251.0195,79.1
197.785,-0.23749,-85.5,0,0,0,0,-0.0045,0,40,79.1,52.3,18.12,0,0,0,0,0,197.785,79.1,0,,0,7251.0195,79.1
197.817,-0.23749,-85.5,0,0,0,0,0.0033,0,40,79.1,52.2,18.12,0,0,0,0,0,197.817,79.1,0,,0,7251.0195,79.1
197.847,-0.2375,-85.5,0,-0.001,0,0,-0.0021,0,40,79,52.2,18.12,0,0,0,0,0,197.847,79,0,,0,7251.0195,79
197.876,-0.23749,-85.5,0,0,0,0,0.0009,0,40,79,52.2,18.12,0,0,0,0,0,197.876,79,0,,0,7251.0195,79
197.907,-0.23749,-85.5,0,0,0,0,-0.0033,0,40,79,52.2,18.12,0,0,0,0,0,197.907,79,0,,0,7251.0195,79
197.933,-0.2375,-85.5,0,-0.001,0,0,0.005,0,40,79,52.2,18.12,0,0,0,0,0,197.933,79,0,,0,7251.0195,79
197.964,-0.23749,-85.5,0,0.001,0,0,0.0016,0,40,79,52.2,18.13,0,0,0,0,0,197.964,79,0,,0,7251.0195,79
197.996,-0.23749,-85.5,0,0,0,0,0.0015,0,40,79,52.2,18.12,0,0,0,0,0,197.996,79,0,,0,7251.0195,79
198.028,-0.23749,-85.5,0,0.001,0,0,-0.0033,0,40,79,52.2,18.13,0,0,0,0,0,198.028,79,0,,0,7251.0195,79
198.059,-0.23749,-85.5,0,-0.003,0,0,0.0026,0,40,79,52.2,18.12,0,0,0,0,0,198.059,79,0,,0,7251.0195,79
198.085,-0.23749,-85.5,0,0.001,0,0,-0.0047,0,40,78.9,52.2,18.13,0,0,0,0,0,198.085,78.9,0,,0,7251.0195,78.9
198.116,-0.23749,-85.5,0,0,0,0,0.0079,0,40,78.9,52.2,18.13,0,0,0,0,0,198.116,78.9,0,,0,7251.0195,78.9
198.143,-0.23749,-85.5,0,-0.007,0,0,0.0007,0,40,78.9,52.2,18.12,0,0,0,0,0,198.143,78.9,0,,0,7251.0195,78.9
198.174,-0.23749,-85.5,0,-0.004,0,0,-0.006,0,40,78.9,52.2,18.13,0,0,0,0,0,198.174,78.9,0,,0,7251.0195,78.9
198.202,-0.23749,-85.5,0,0.001,0,0,-0.0039,0,40,78.9,52.2,18.14,0,0,0,0,0,198.202,78.9,0,,0,7251.0195,78.9
198.232,-0.23749,-85.5,0,0,0,0,0.0043,0,40,78.9,52.2,18.13,0,0,0,0,0,198.232,78.9,0,,0,7251.0195,78.9
198.262,-0.23749,-85.5,0,0,0,0,-0.0032,0,40,78.9,52.2,18.14,0,0,0,-0.01,0,198.262,78.9,0,,0,7251.0195,78.9
198.291,-0.23749,-85.5,0,0.002,0,0,0.0012,0,40,78.9,52.1,18.13,0,0,0,-0.01,0,198.291,78.9,0,,0,7251.0195,78.9
198.318,-0.23749,-85.5,0,0,0,0,-0.0018,0,40,78.8,52.1,18.13,0,0,0,0,0,198.318,78.8,0,,0,7251.0195,78.8
198.348,-0.23749,-85.5,0,0.001,0,0,-0.0024,0,40,78.8,52.1,18.13,0,0,0,0,0,198.348,78.8,0,,0,7251.0195,78.8
198.379,-0.23749,-85.5,0,0,0,0,-0.0001,0,40,78.8,52.1,18.13,0,0,0,0,0,198.379,78.8,0,,0,7251.0195,78.8
198.416,-0.23749,-85.5,0,0,0,0,0.0039,0,40,78.8,52.1,18.12,0,0,0,0,0,198.416,78.8,0,,0,7251.0195,78.8
198.471,-0.23749,-85.5,0,0,0,0,-0.0006,0,40,78.8,52.1,18.12,0,0,0,0,0,198.471,78.8,0,,0,7251.0195,78.8
198.501,-0.2375,-85.5,0,-0.002,0,0,0.0005,0,40,78.8,52.1,18.12,0,0,0,0,0,198.501,78.8,0,,0,7251.0195,78.8
198.527,-0.23749,-85.5,0,0,0,0,-0.0018,0,40,78.8,52.1,18.12,0,0,0,0,0,198.527,78.8,0,,0,7251.0195,78.8
198.552,-0.23749,-85.5,0,0,0,0,0.0022,0,40,78.8,52.1,18.14,0,0,0,0,0,198.552,78.8,0,,0,7251.0195,78.8
198.581,-0.2375,-85.5,0,-0.002,0,0,-0.0017,0,40,78.7,52.1,18.14,0,0,0,0,0,198.581,78.7,0,,0,7251.0195,78.7
198.61,-0.23749,-85.5,0,0.001,0,0,0.0042,0,40,78.7,52.1,18.13,0,0,0,0,0,198.61,78.7,0,,0,7251.0195,78.7
198.639,-0.23749,-85.5,0,0,0,0,-0.0006,0,40,78.7,52.1,18.13,0,0,0,0,0,198.639,78.7,0,,0,7251.0195,78.7
198.667,-0.23749,-85.5,0,0,0,0,0.0019,0,40,78.7,52.1,18.13,0,0,0,0,0,198.667,78.7,0,,0,7251.0195,78.7
198.697,-0.23749,-85.5,0,0.001,0,0,-0.0002,0,40,78.7,52.1,18.12,0,0,0,0,0,198.697,78.7,0,,0,7251.0195,78.7
198.727,-0.23749,-85.5,0,0,0,0,-0.0021,0,40,78.7,52.1,18.13,0,0,0,0,0,198.727,78.7,0,,0,7251.0195,78.7
198.755,-0.23749,-85.5,0,0,0,0,0.0051,0,40,78.7,52,18.12,0,0,0,0,0,198.755,78.7,0,,0,7251.0195,78.7
198.785,-0.23749,-85.5,0,-0.001,0,0,-0.0011,0,40,78.7,52,18.13,0,0,0,0,0,198.785,78.7,0,,0,7251.0195,78.7
198.818,-0.23749,-85.5,0,0.001,0,0,0.0009,0,40,78.6,52,18.12,0,0,0,0,0,198.818,78.6,0,,0,7251.0195,78.6
198.847,-0.23749,-85.5,0,0,0,0,0,0,40,78.6,52,18.14,0,0,0,0,0,198.847,78.6,0,,0,7251.0195,78.6
198.877,-0.23749,-85.5,0,0,0,0,0.0004,0,40,78.6,52,18.13,0,0,0,0,0,198.877,78.6,0,,0,7251.0195,78.6
198.907,-0.23749,-85.5,0,0.001,0,0,0.0017,0,40,78.6,52,18.13,0,0,0,-0.01,0,198.907,78.6,0,,0,7251.0195,78.6
198.935,-0.23749,-85.5,0,0,0,0,-0.0056,0,40,78.6,52,18.12,0,0,0,0,0,198.935,78.6,0,,0,7251.0195,78.6
198.967,-0.23749,-85.5,0,0,0,0,0.002,0,40,78.6,52,18.12,0,0,0,0,0,198.967,78.6,0,,0,7251.0195,78.6
199,-0.23749,-85.5,0,0,0,0,0.0047,0,40,78.6,52,18.12,0,0,0,0,0,199,78.6,0,,0,7251.0195,78.6
199.026,-0.23749,-85.5,0,0,0,0,-0.0029,0,40,78.6,52,18.14,0,0,0,0,0,199.026,78.6,0,,0,7251.0195,78.6
199.052,-0.23749,-85.5,0,0,0,0,-0.0011,0,40,78.6,52,18.14,0,0,0,0,0,199.052,78.6,0,,0,7251.0195,78.6
199.084,-0.23749,-85.5,0,0,0,0,-0.0012,0,40,78.5,52,18.13,0,0,0,0,0,199.084,78.5,0,,0,7251.0195,78.5
199.116,-0.23749,-85.5,0,0,0,0,-0.0019,0,40,78.5,52,18.13,0,0,0,0,0,199.116,78.5,0,,0,7251.0195,78.5
199.148,-0.23749,-85.5,0,0.001,0,0,-0.0028,0,40,78.5,52,18.13,0,0,0,0,0,199.148,78.5,0,,0,7251.0195,78.5
199.181,-0.23749,-85.5,0,0.001,0,0,-0.0008,0,40,78.5,52,18.13,0,0,0,0,0,199.181,78.5,0,,0,7251.0195,78.5
199.212,-0.2375,-85.5,0,-0.001,0,0,-0.0002,0,40,78.5,52,18.13,0,0,0,0,0,199.212,78.5,0,,0,7251.0195,78.5
199.241,-0.23749,-85.5,0,0.002,0,0,-0.0001,0,40,78.5,51.9,18.13,0,0,0,0,0,199.241,78.5,0,,0,7251.0195,78.5
199.27,-0.23749,-85.5,0,-0.008,0,0,-0.0028,0,40,78.5,51.9,18.13,0,0,0,0,0,199.27,78.5,0,,0,7251.0195,78.5
199.299,-0.23749,-85.5,0,0.001,0,0,0.0031,0,40,78.5,51.9,18.12,0,0,0,0,0,199.299,78.5,0,,0,7251.0195,78.5
199.326,-0.23749,-85.5,0,0.001,0,0,-0.0032,0,40,78.4,51.9,18.13,0,0,0,0,0,199.326,78.4,0,,0,7251.0195,78.4
199.351,-0.2375,-85.5,0,-0.001,0,0,-0.0038,0,40,78.4,51.9,18.13,0,0,0,0,0,199.351,78.4,0,,0,7251.0195,78.4
199.381,-0.2375,-85.5,0,0,0,0,-0.0059,0,40,78.4,51.9,18.13,0,0,0,0,0,199.381,78.4,0,,0,7251.0195,78.4
199.411,-0.23749,-85.5,0,0,0,0,-0.0005,0,40,78.4,51.9,18.13,0,0,0,0,0,199.411,78.4,0,,0,7251.0195,78.4
199.436,-0.23749,-85.5,0,0.001,0,0,0.0006,0,40,78.4,51.9,18.13,0,0,0,0,0,199.436,78.4,0,,0,7251.0195,78.4
199.466,-0.2375,-85.5,0,-0.002,0,0,-0.0016,0,40,78.4,51.9,18.13,0,0,0,0,0,199.466,78.4,0,,0,7251.0195,78.4
199.495,-0.23749,-85.5,0,0,0,0,0.0043,0,40,78.4,51.9,18.13,0,0,0,0,0,199.495,78.4,0,,0,7251.0195,78.4
199.526,-0.2375,-85.5,0,0.001,0,0,-0.0046,0,40,78.4,51.9,18.14,0,0,0,0,0,199.526,78.4,0,,0,7251.0195,78.4
199.558,-0.23749,-85.5,0,0,0,0,-0.0068,0,40,78.3,51.9,18.13,0,0,0,0,0,199.558,78.3,0,,0,7251.0195,78.3
199.586,-0.23749,-85.5,0,0.001,0,0,0.0031,0,40,78.3,51.9,18.13,0,0,0,0,0,199.586,78.3,0,,0,7251.0195,78.3
199.617,-0.23749,-85.5,0,0,0,0,-0.0025,0,40,78.3,51.9,18.13,0,0,0,0,0,199.617,78.3,0,,0,7251.0195,78.3
199.654,-0.23749,-85.5,0,0,0,0,0.0043,0,40,78.3,51.9,18.14,0,0,0,0,0,199.654,78.3,0,,0,7251.0195,78.3
199.684,-0.23749,-85.5,0,0,0,0,-0.0013,0,40,78.3,51.9,18.13,0,0,0,0,0,199.684,78.3,0,,0,7251.0195,78.3
199.714,-0.23749,-85.5,0,0,0,0,0.0026,0,40,78.3,51.9,18.12,0,0,0,0,0,199.714,78.3,0,,0,7251.0195,78.3
199.743,-0.23749,-85.5,0,0.001,0,0,0.005,0,40,78.3,51.8,18.13,0,0,0,0,0,199.743,78.3,0,,0,7251.0195,78.3
199.775,-0.23749,-85.5,0,0.001,0,0,0.004,0,40,78.3,51.8,18.14,0,0,0,0,0,199.775,78.3,0,,0,7251.0195,78.3
199.802,-0.23749,-85.5,0,0,0,0,0.0028,0,40,78.3,51.8,18.13,0,0,0,0,0,199.802,78.3,0,,0,7251.0195,78.3
199.834,-0.23749,-85.5,0,0.002,0,0,0.0014,0,40,78.2,51.8,18.12,0,0,0,0,0,199.834,78.2,0,,0,7251.0195,78.2
199.864,-0.23749,-85.5,0,0.001,0,0,0.0005,0,40,78.2,51.8,18.14,0,0,0,0,0,199.864,78.2,0,,0,7251.0195,78.2
199.895,-0.2375,-85.5,0,0,0,0,-0.0024,0,40,78.2,51.8,18.13,0,0,0,0,0,199.895,78.2,0,,0,7251.0195,78.2
199.926,-0.23749,-85.5,0,0.001,0,0,-0.0052,0,40,78.2,51.8,18.13,0,0,0,0,0,199.926,78.2,0,,0,7251.0195,78.2
199.958,-0.23749,-85.5,0,0,0,0,-0.0061,0,40,78.2,51.8,18.14,0,0,0,0,0,199.958,78.2,0,,0,7251.0195,78.2
199.986,-0.2375,-85.5,0,0.001,0,0,-0.0008,0,40,78.2,51.8,18.12,0,0,0,0,0,199.986,78.2,0,,0,7251.0195,78.2
200.018,-0.23749,-85.5,0,0,0,0,0.0015,0,40,78.2,51.8,18.13,0,0,0,0,0,200.018,78.2,0,,0,7251.0195,78.2
200.048,-0.23749,-85.5,0,0,0,0,-0.0029,0,40,78.2,51.8,18.13,0,0,0,0,0,200.048,78.2,0,,0,7251.0195,78.2
200.077,-0.23749,-85.5,0,0.001,0,0,0.0009,0,40,78.1,51.8,18.13,0,0,0,0,0,200.077,78.1,0,,0,7251.0195,78.1
200.103,-0.23749,-85.5,0,0.001,0,0,-0.0008,0,40,78.1,51.8,18.13,0,0,0,0,0,200.103,78.1,0,,0,7251.0195,78.1
200.133,-0.23749,-85.5,0,0,0,0,0.0029,0,40,78.1,51.8,18.12,0,0,0,0,0,200.133,78.1,0,,0,7251.0195,78.1
200.164,-0.23749,-85.5,0,0,0,0,0.0046,0,40,78.1,51.8,18.13,0,0,0,0,0,200.164,78.1,0,,0,7251.0195,78.1
200.197,-0.2375,-85.5,0,-0.001,0,0,-0.0026,0,40,78.1,51.8,18.12,0,0,0,0,0,200.197,78.1,0,,0,7251.0195,78.1
200.23,-0.23749,-85.5,0,0,0,0,0.0003,0,40,78.1,51.7,18.13,0,0,0,0,0,200.23,78.1,0,,0,7251.0195,78.1
200.26,-0.23749,-85.5,0,0,0,0,0.0001,0,40,78.1,51.7,18.12,0,0,0,0,0,200.26,78.1,0,,0,7251.0195,78.1
200.285,-0.23749,-85.5,0,0,0,0,0.0036,0,40,78.1,51.7,18.13,0,0,0,0,0,200.285,78.1,0,,0,7251.0195,78.1
200.316,-0.23749,-85.5,0,0,0,0,-0.0053,0,40,78.1,51.7,18.14,0,0,0,0,0,200.316,78.1,0,,0,7251.0195,78.1
200.343,-0.23749,-85.5,0,0,0,0,0.0017,0,40,78,51.7,18.13,0,0,0,0,0,200.343,78,0,,0,7251.0195,78
200.373,-0.23749,-85.5,0,0,0,0,-0.0012,0,40,78,51.7,18.12,0,0,0,0,0,200.373,78,0,,0,7251.0195,78
200.403,-0.2375,-85.5,0,0.001,0,0,0.0012,0,40,78,51.7,18.13,0,0,0,0,0,200.403,78,0,,0,7251.0195,78
200.434,-0.23749,-85.5,0,0,0,0,-0.0093,0,40,78,51.7,18.13,0,0,0,0,0,200.434,78,0,,0,7251.0195,78
200.462,-0.23749,-85.5,0,0,0,0,-0.0028,0,40,78,51.7,18.13,0,0,0,0,0,200.462,78,0,,0,7251.0195,78
200.492,-0.23749,-85.5,0,-0.005,0,0,0.0031,0,40,78,51.7,18.13,0,0,0,0,0,200.492,78,0,,0,7251.0195,78
200.518,-0.23749,-85.5,0,0,0,0,0.001,0,40,78,51.7,18.13,0,0,0,0,0,200.518,78,0,,0,7251.0195,78
200.55,-0.23749,-85.5,0,0.001,0,0,-0.0027,0,40,78,51.7,18.13,0,0,0,0,0,200.55,78,0,,0,7251.0195,78
200.582,-0.23749,-85.5,0,0,0,0,-0.0034,0,40,77.9,51.7,18.14,0,0,0,0,0,200.582,77.9,0,,0,7251.0195,77.9
200.61,-0.23749,-85.5,0,-0.001,0,0,0.0027,0,40,77.9,51.7,18.13,0,0,0,0,0,200.61,77.9,0,,0,7251.0195,77.9
200.64,-0.23749,-85.5,0,0,0,0,0.0001,0,40,77.9,51.7,18.14,0,0,0,0,0,200.64,77.9,0,,0,7251.0195,77.9
200.668,-0.23749,-85.5,0,0,0,0,0.0025,0,40,77.9,51.7,18.13,0,0,0,0,0,200.668,77.9,0,,0,7251.0195,77.9
200.701,-0.23749,-85.5,0,-0.007,0,0,0.0024,0,40,77.9,51.7,18.13,0,0,0,0,0,200.701,77.9,0,,0,7251.0195,77.9
200.733,-0.23749,-85.5,0,0,0,0,-0.0035,0,40,77.9,51.6,18.14,0,0,0,0,0,200.733,77.9,0,,0,7251.0195,77.9
200.766,-0.23749,-85.5,0,0.001,0,0,-0.0004,0,40,77.9,51.6,18.14,0,0,0,0,0,200.766,77.9,0,,0,7251.0195,77.9
