time_s,pos_turns,pos_deg,normalized,velocity_turns_s,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,effective_current_lim_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,power_loss_W,active_errors,time_s,motor_temp_C,power_elec_W,,joules in interval,total,motor_temp_C
200.8,-0.23749,-85.5,0,0.001,0,0,-0.0028,0,40,77.9,51.6,18.13,0,0,0,0,0,200.8,77.9,0,,0,7251.0195,77.9
200.832,-0.23749,-85.5,0,0,0,0,-0.004,0,40,77.8,51.6,18.13,0,0,0,0,0,200.832,77.8,0,,0,7251.0195,77.8
200.859,-0.23749,-85.5,0,0,0,0,0.003,0,40,77.8,51.6,18.13,0,0,0,0,0,200.859,77.8,0,,0,7251.0195,77.8
200.887,-0.23749,-85.5,0,0.001,0,0,-0.001,0,40,77.8,51.6,18.14,0,0,0,0,0,200.887,77.8,0,,0,7251.0195,77.8
200.917,-0.23749,-85.5,0,0,0,0,0.0009,0,40,77.8,51.6,18.13,0,0,0,0,0,200.917,77.8,0,,0,7251.0195,77.8
200.949,-0.23749,-85.5,0,0,0,0,-0.0046,0,40,77.8,51.6,18.13,0,0,0,0,0,200.949,77.8,0,,0,7251.0195,77.8
200.982,-0.23749,-85.5,0,0,0,0,-0.0026,0,40,77.8,51.6,18.14,0,0,0,0,0,200.982,77.8,0,,0,7251.0195,77.8
201.012,-0.23749,-85.5,0,0.001,0,0,0.0023,0,40,77.8,51.6,18.13,0,0,0,0,0,201.012,77.8,0,,0,7251.0195,77.8
201.045,-0.23749,-85.5,0,0,0,0,-0.0023,0,40,77.8,51.6,18.13,0,0,0,0,0,201.045,77.8,0,,0,7251.0195,77.8
201.075,-0.23749,-85.5,0,-0.003,0,0,-0.0003,0,40,77.8,51.6,18.14,0,0,0,0,0,201.075,77.8,0,,0,7251.0195,77.8
201.102,-0.23749,-85.5,0,0,0,0,0.0024,0,40,77.7,51.6,18.14,0,0,0,0,0,201.102,77.7,0,,0,7251.0195,77.7
201.134,-0.23749,-85.5,0,0.001,0,0,-0.0063,0,40,77.7,51.6,18.14,0,0,0,0,0,201.134,77.7,0,,0,7251.0195,77.7
201.159,-0.2375,-85.5,0,0.001,0,0,0.0063,0,40,77.7,51.6,18.14,0,0,0,0,0,201.159,77.7,0,,0,7251.0195,77.7
201.191,-0.23749,-85.5,0,0.001,0,0,0.0052,0,40,77.7,51.6,18.14,0,0,0,0,0,201.191,77.7,0,,0,7251.0195,77.7
201.221,-0.23749,-85.5,0,0,0,0,0.007,0,40,77.7,51.6,18.13,0,0,0,0,0,201.221,77.7,0,,0,7251.0195,77.7
201.251,-0.23749,-85.5,0,-0.001,0,0,-0.0031,0,40,77.7,51.5,18.13,0,0,0,0,0,201.251,77.7,0,,0,7251.0195,77.7
201.281,-0.23749,-85.5,0,0.001,0,0,0.0023,0,40,77.7,51.5,18.14,0,0,0,0,0,201.281,77.7,0,,0,7251.0195,77.7
201.309,-0.23749,-85.5,0,-0.001,0,0,0.0027,0,40,77.7,51.5,18.13,0,0,0,0,0,201.309,77.7,0,,0,7251.0195,77.7
201.338,-0.23748,-85.5,0,0.001,0,0,-0.0009,0,40,77.7,51.5,18.14,0,0,0,0,0,201.338,77.7,0,,0,7251.0195,77.7
201.368,-0.23749,-85.5,0,-0.001,0,0,-0.0023,0,40,77.6,51.5,18.14,0,0,0,0,0,201.368,77.6,0,,0,7251.0195,77.6
201.4,-0.23749,-85.5,0,0.001,0,0,0.0027,0,40,77.6,51.5,18.14,0,0,0,0,0,201.4,77.6,0,,0,7251.0195,77.6
201.432,-0.23749,-85.5,0,0,0,0,0.0017,0,40,77.6,51.5,18.13,0,0,0,0,0,201.432,77.6,0,,0,7251.0195,77.6
201.459,-0.23749,-85.5,0,0,0,0,-0.0005,0,40,77.6,51.5,18.14,0,0,0,0,0,201.459,77.6,0,,0,7251.0195,77.6
201.486,-0.23749,-85.5,0,0,0,0,0.0031,0,40,77.6,51.5,18.13,0,0,0,0,0,201.486,77.6,0,,0,7251.0195,77.6
201.516,-0.23749,-85.5,0,0,0,0,-0.0069,0,40,77.6,51.5,18.13,0,0,0,0,0,201.516,77.6,0,,0,7251.0195,77.6
201.547,-0.23749,-85.5,0,0,0,0,0.0044,0,40,77.6,51.5,18.14,0,0,0,0,0,201.547,77.6,0,,0,7251.0195,77.6
201.576,-0.23749,-85.5,0,0,0,0,0.0017,0,40,77.6,51.5,18.13,0,0,0,0,0,201.576,77.6,0,,0,7251.0195,77.6
201.608,-0.23749,-85.5,0,-0.001,0,0,0.0009,0,40,77.5,51.5,18.14,0,0,0,0,0,201.608,77.5,0,,0,7251.0195,77.5
201.638,-0.23749,-85.5,0,0.001,0,0,-0.0022,0,40,77.5,51.5,18.14,0,0,0,0,0,201.638,77.5,0,,0,7251.0195,77.5
201.667,-0.23749,-85.5,0,0.001,0,0,0.0033,0,40,77.5,51.5,18.14,0,0,0,0,0,201.667,77.5,0,,0,7251.0195,77.5
201.697,-0.23749,-85.5,0,0,0,0,0.0003,0,40,77.5,51.5,18.14,0,0,0,0,0,201.697,77.5,0,,0,7251.0195,77.5
201.727,-0.23749,-85.5,0,0,0,0,0.0023,0,40,77.5,51.5,18.13,0,0,0,0,0,201.727,77.5,0,,0,7251.0195,77.5
201.758,-0.23749,-85.5,0,0,0,0,0.0021,0,40,77.5,51.5,18.13,0,0,0,0,0,201.758,77.5,0,,0,7251.0195,77.5
201.788,-0.23749,-85.5,0,0,0,0,0.0008,0,40,77.5,51.4,18.14,0,0,0,0,0,201.788,77.5,0,,0,7251.0195,77.5
201.818,-0.23749,-85.5,0,0,0,0,0.0027,0,40,77.5,51.4,18.14,0,0,0,0,0,201.818,77.5,0,,0,7251.0195,77.5
201.849,-0.23749,-85.5,0,0,0,0,-0.0006,0,40,77.5,51.4,18.14,0,0,0,0,0,201.849,77.5,0,,0,7251.0195,77.5
201.879,-0.23749,-85.5,0,0,0,0,0.0004,0,40,77.4,51.4,18.14,0,0,0,0,0,201.879,77.4,0,,0,7251.0195,77.4
201.91,-0.23749,-85.5,0,0.001,0,0,-0.0021,0,40,77.4,51.4,18.13,0,0,0,0,0,201.91,77.4,0,,0,7251.0195,77.4
201.941,-0.23749,-85.5,0,0.001,0,0,0.0035,0,40,77.4,51.4,18.13,0,0,0,0,0,201.941,77.4,0,,0,7251.0195,77.4
201.968,-0.23749,-85.5,0,0.002,0,0,-0.0007,0,40,77.4,51.4,18.13,0,0,0,0,0,201.968,77.4,0,,0,7251.0195,77.4
201.998,-0.23749,-85.5,0,0,0,0,0.0068,0,40,77.4,51.4,18.14,0,0,0,0,0,201.998,77.4,0,,0,7251.0195,77.4
202.03,-0.23749,-85.5,0,0,0,0,-0.0015,0,40,77.4,51.4,18.14,0,0,0,0,0,202.03,77.4,0,,0,7251.0195,77.4
202.059,-0.23749,-85.5,0,0,0,0,0.002,0,40,77.4,51.4,18.14,0,0,0,0,0,202.059,77.4,0,,0,7251.0195,77.4
202.085,-0.23749,-85.5,0,0.001,0,0,0.0002,0,40,77.4,51.4,18.14,0,0,0,0,0,202.085,77.4,0,,0,7251.0195,77.4
202.114,-0.23749,-85.5,0,0,0,0,0.004,0,40,77.4,51.4,18.14,0,0,0,0,0,202.114,77.4,0,,0,7251.0195,77.4
202.145,-0.23747,-85.5,0,0,0,0,0.0001,0,40,77.3,51.4,18.13,0,0,0,0,0,202.145,77.3,0,,0,7251.0195,77.3
202.177,-0.23749,-85.5,0,0,0,0,-0.0077,0,40,77.3,51.4,18.14,0,0,0,0,0,202.177,77.3,0,,0,7251.0195,77.3
202.209,-0.23749,-85.5,0,-0.005,0,0,0.0032,0,40,77.3,51.4,18.14,0,0,0,0,0,202.209,77.3,0,,0,7251.0195,77.3
202.235,-0.23749,-85.5,0,0,0,0,-0.0004,0,40,77.3,51.4,18.13,0,0,0,0,0,202.235,77.3,0,,0,7251.0195,77.3
202.26,-0.23749,-85.5,0,0,0,0,0.0005,0,40,77.3,51.4,18.14,0,0,0,0,0,202.26,77.3,0,,0,7251.0195,77.3
202.285,-0.23749,-85.5,0,0,0,0,0.0028,0,40,77.3,51.4,18.13,0,0,0,0,0,202.285,77.3,0,,0,7251.0195,77.3
202.315,-0.23749,-85.5,0,0,0,0,-0.0019,0,40,77.3,51.3,18.13,0,0,0,0,0,202.315,77.3,0,,0,7251.0195,77.3
202.343,-0.23749,-85.5,0,0,0,0,0.0085,0,40,77.3,51.3,18.13,0,0,0,0,0,202.343,77.3,0,,0,7251.0195,77.3
202.369,-0.23749,-85.5,0,0,0,0,-0.0033,0,40,77.3,51.3,18.14,0,0,0,0,0,202.369,77.3,0,,0,7251.0195,77.3
202.4,-0.23749,-85.5,0,0,0,0,0.0041,0,40,77.2,51.3,18.14,0,0,0,0,0,202.4,77.2,0,,0,7251.0195,77.2
202.432,-0.23749,-85.5,0,0,0,0,-0.0008,0,40,77.2,51.3,18.14,0,0,0,0,0,202.432,77.2,0,,0,7251.0195,77.2
202.462,-0.23749,-85.5,0,0,0,0,-0.0022,0,40,77.2,51.3,18.13,0,0,0,0,0,202.462,77.2,0,,0,7251.0195,77.2
202.492,-0.23749,-85.5,0,0,0,0,-0.0042,0,40,77.2,51.3,18.14,0,0,0,0,0,202.492,77.2,0,,0,7251.0195,77.2
202.519,-0.23749,-85.5,0,0,0,0,-0.0005,0,40,77.2,51.3,18.14,0,0,0,0,0,202.519,77.2,0,,0,7251.0195,77.2
202.552,-0.23749,-85.5,0,0,0,0,0.0009,0,40,77.2,51.3,18.13,0,0,0,0,0,202.552,77.2,0,,0,7251.0195,77.2
202.584,-0.23749,-85.5,0,0,0,0,0.0025,0,40,77.2,51.3,18.14,0,0,0,0,0,202.584,77.2,0,,0,7251.0195,77.2
202.617,-0.23749,-85.5,0,0.001,0,0,0.0038,0,40,77.2,51.3,18.13,0,0,0,0,0,202.617,77.2,0,,0,7251.0195,77.2
202.65,-0.23749,-85.5,0,0,0,0,0.0004,0,40,77.2,51.3,18.14,0,0,0,0,0,202.65,77.2,0,,0,7251.0195,77.2
202.682,-0.23749,-85.5,0,0,0,0,0.0002,0,40,77.1,51.3,18.14,0,0,0,0,0,202.682,77.1,0,,0,7251.0195,77.1
202.715,-0.23749,-85.5,0,0,0,0,0.0016,0,40,77.1,51.3,18.14,0,0,0,0,0,202.715,77.1,0,,0,7251.0195,77.1
202.746,-0.23749,-85.5,0,0,0,0,0.0004,0,40,77.1,51.3,18.14,0,0,0,0,0,202.746,77.1,0,,0,7251.0195,77.1
202.778,-0.23749,-85.5,0,0,0,0,0.0043,0,40,77.1,51.3,18.13,0,0,0,0,0,202.778,77.1,0,,0,7251.0195,77.1
202.81,-0.23749,-85.5,0,0,0,0,0.0025,0,40,77.1,51.3,18.15,0,0,0,0,0,202.81,77.1,0,,0,7251.0195,77.1
202.835,-0.23749,-85.5,0,0,0,0,-0.0023,0,40,77.1,51.3,18.14,0,0,0,0,0,202.835,77.1,0,,0,7251.0195,77.1
202.865,-0.23749,-85.5,0,0.001,0,0,0.0045,0,40,77.1,51.2,18.14,0,0,0,0,0,202.865,77.1,0,,0,7251.0195,77.1
202.893,-0.23749,-85.5,0,0,0,0,0.005,0,40,77.1,51.2,18.13,0,0,0,0,0,202.893,77.1,0,,0,7251.0195,77.1
202.92,-0.23749,-85.5,0,-0.008,0,0,0.0013,0,40,77.1,51.2,18.13,0,0,0,0,0,202.92,77.1,0,,0,7251.0195,77.1
202.951,-0.23749,-85.5,0,0,0,0,-0.0014,0,40,77,51.2,18.14,0,0,0,0,0,202.951,77,0,,0,7251.0195,77
202.983,-0.2375,-85.5,0,0.001,0,0,0.0008,0,40,77,51.2,18.14,0,0,0,0,0,202.983,77,0,,0,7251.0195,77
203.016,-0.23749,-85.5,0,0,0,0,-0.0013,0,40,77,51.2,18.13,0,0,0,0,0,203.016,77,0,,0,7251.0195,77
203.048,-0.23749,-85.5,0,0,0,0,0.0016,0,40,77,51.2,18.13,0,0,0,0,0,203.048,77,0,,0,7251.0195,77
203.079,-0.23749,-85.5,0,0,0,0,0.0022,0,40,77,51.2,18.14,0,0,0,0,0,203.079,77,0,,0,7251.0195,77
203.112,-0.23749,-85.5,0,0,0,0,-0.0009,0,40,77,51.2,18.14,0,0,0,0,0,203.112,77,0,,0,7251.0195,77
203.143,-0.23749,-85.5,0,0,0,0,0.0031,0,40,77,51.2,18.13,0,0,0,0,0,203.143,77,0,,0,7251.0195,77
203.175,-0.23749,-85.5,0,-0.003,0,0,-0.0047,0,40,77,51.2,18.14,0,0,0,0,0,203.175,77,0,,0,7251.0195,77
203.202,-0.23749,-85.5,0,0,0,0,0.0026,0,40,77,51.2,18.14,0,0,0,0,0,203.202,77,0,,0,7251.0195,77
203.234,-0.23749,-85.5,0,0,0,0,0.0012,0,40,76.9,51.2,18.14,0,0,0,0,0,203.234,76.9,0,,0,7251.0195,76.9
203.264,-0.23749,-85.5,0,0,0,0,0.0006,0,40,76.9,51.2,18.14,0,0,0,0,0,203.264,76.9,0,,0,7251.0195,76.9
203.291,-0.23749,-85.5,0,0,0,0,-0.0005,0,40,76.9,51.2,18.13,0,0,0,0,0,203.291,76.9,0,,0,7251.0195,76.9
203.321,-0.23749,-85.5,0,0,0,0,0.0033,0,40,76.9,51.2,18.13,0,0,0,0,0,203.321,76.9,0,,0,7251.0195,76.9
203.351,-0.23748,-85.5,0,0,0,0,-0.0047,0,40,76.9,51.2,18.14,0,0,0,0,0,203.351,76.9,0,,0,7251.0195,76.9
203.381,-0.23749,-85.5,0,0.001,0,0,0.005,0,40,76.9,51.2,18.14,0,0,0,0,0,203.381,76.9,0,,0,7251.0195,76.9
203.412,-0.23749,-85.5,0,0,0,0,0.0019,0,40,76.9,51.1,18.14,0,0,0,0,0,203.412,76.9,0,,0,7251.0195,76.9
203.444,-0.23749,-85.5,0,0,0,0,-0.0012,0,40,76.9,51.1,18.13,0,0,0,0,0,203.444,76.9,0,,0,7251.0195,76.9
203.474,-0.23748,-85.5,0,0,0,0,0.0013,0,40,76.9,51.1,18.14,0,0,0,0,0,203.474,76.9,0,,0,7251.0195,76.9
203.504,-0.23749,-85.5,0,0,0,0,0.0036,0,40,76.8,51.1,18.14,0,0,0,0,0,203.504,76.8,0,,0,7251.0195,76.8
203.536,-0.23749,-85.5,0,0,0,0,0.012,0,40,76.8,51.1,18.14,0,0,0,0,0,203.536,76.8,0,,0,7251.0195,76.8
203.568,-0.23749,-85.5,0,0,0,0,-0.0022,0,40,76.8,51.1,18.14,0,0,0,0,0,203.568,76.8,0,,0,7251.0195,76.8
203.6,-0.23749,-85.5,0,0,0,0,0.0051,0,40,76.8,51.1,18.14,0,0,0,0,0,203.6,76.8,0,,0,7251.0195,76.8
203.628,-0.23749,-85.5,0,0,0,0,0.0031,0,40,76.8,51.1,18.14,0,0,0,0,0,203.628,76.8,0,,0,7251.0195,76.8
203.658,-0.23749,-85.5,0,0,0,0,-0.002,0,40,76.8,51.1,18.14,0,0,0,0,0,203.658,76.8,0,,0,7251.0195,76.8
203.702,-0.23749,-85.5,0,0,0,0,0.0002,0,40,76.8,51.1,18.14,0,0,0,0,0,203.702,76.8,0,,0,7251.0195,76.8
203.731,-0.23749,-85.5,0,-0.001,0,0,0.0033,0,40,76.8,51.1,18.15,0,0,0,0,0,203.731,76.8,0,,0,7251.0195,76.8
203.761,-0.23749,-85.5,0,0,0,0,0.0008,0,40,76.8,51.1,18.13,0,0,0,0,0,203.761,76.8,0,,0,7251.0195,76.8
203.795,-0.23749,-85.5,0,0,0,0,-0.0005,0,40,76.7,51.1,18.15,0,0,0,0,0,203.795,76.7,0,,0,7251.0195,76.7
203.824,-0.23749,-85.5,0,-0.001,0,0,0.0016,0,40,76.7,51.1,18.15,0,0,0,0,0,203.824,76.7,0,,0,7251.0195,76.7
203.851,-0.23749,-85.5,0,0,0,0,0.0008,0,40,76.7,51.1,18.14,0,0,0,0,0,203.851,76.7,0,,0,7251.0195,76.7
203.879,-0.23749,-85.5,0,0,0,0,-0.0049,0,40,76.7,51.1,18.14,0,0,0,0,0,203.879,76.7,0,,0,7251.0195,76.7
203.908,-0.23749,-85.5,0,0,0,0,-0.0049,0,40,76.7,51.1,18.14,0,0,0,0,0,203.908,76.7,0,,0,7251.0195,76.7
203.939,-0.23749,-85.5,0,-0.001,0,0,0.0006,0,40,76.7,51.1,18.14,0,0,0,0,0,203.939,76.7,0,,0,7251.0195,76.7
203.969,-0.23749,-85.5,0,0,0,0,0.0012,0,40,76.7,51.1,18.14,0,0,0,0,0,203.969,76.7,0,,0,7251.0195,76.7
204,-0.23749,-85.5,0,0,0,0,0.0055,0,40,76.7,51,18.14,0,-0.01,0,0,0,204,76.7,-0.01,,-0.0003,7251.0192,76.7
204.033,-0.23749,-85.5,0,0,0,0,0.0048,0,40,76.7,51,18.13,0,0,0,0,0,204.033,76.7,0,,0,7251.0192,76.7
204.063,-0.23749,-85.5,0,-0.002,0,0,-0.0012,0,40,76.7,51,18.14,0,0,0,0,0,204.063,76.7,0,,0,7251.0192,76.7
204.092,-0.23749,-85.5,0,0,0,0,-0.0018,0,40,76.6,51,18.15,0,0,0,0,0,204.092,76.6,0,,0,7251.0192,76.6
204.122,-0.23749,-85.5,0,0,0,0,0.001,0,40,76.6,51,18.14,0,0,0,0,0,204.122,76.6,0,,0,7251.0192,76.6
204.154,-0.23749,-85.5,0,0,0,0,-0.001,0,40,76.6,51,18.14,0,0,0,0,0,204.154,76.6,0,,0,7251.0192,76.6
204.185,-0.23749,-85.5,0,0,0,0,-0.0041,0,40,76.6,51,18.14,0,0,0,0,0,204.185,76.6,0,,0,7251.0192,76.6
204.214,-0.23749,-85.5,0,0,0,0,0.0016,0,40,76.6,51,18.14,0,0,0,0,0,204.214,76.6,0,,0,7251.0192,76.6
204.244,-0.23749,-85.5,0,0,0,0,0.003,0,40,76.6,51,18.13,0,0,0,0,0,204.244,76.6,0,,0,7251.0192,76.6
204.273,-0.23749,-85.5,0,0,0,0,-0.0015,0,40,76.6,51,18.14,0,0,0,0,0,204.273,76.6,0,,0,7251.0192,76.6
204.302,-0.23749,-85.5,0,0,0,0,-0.0041,0,40,76.6,51,18.13,0,0,0,0,0,204.302,76.6,0,,0,7251.0192,76.6
204.331,-0.23749,-85.5,0,0,0,0,-0.0016,0,40,76.6,51,18.14,0,0,0,0,0,204.331,76.6,0,,0,7251.0192,76.6
204.36,-0.23749,-85.5,0,0.001,0,0,0.0033,0,40,76.6,51,18.14,0,0,0,0,0,204.36,76.6,0,,0,7251.0192,76.6
204.385,-0.23749,-85.5,0,0,0,0,-0.0007,0,40,76.5,51,18.14,0,0,0,0,0,204.385,76.5,0,,0,7251.0192,76.5
204.415,-0.23749,-85.5,0,-0.001,0,0,0.0028,0,40,76.5,51,18.14,0,0,0,0,0,204.415,76.5,0,,0,7251.0192,76.5
204.445,-0.23749,-85.5,0,0,0,0,0.0002,0,40,76.5,51,18.14,0,0,0,0,0,204.445,76.5,0,,0,7251.0192,76.5
204.474,-0.23749,-85.5,0,0.001,0,0,-0.0007,0,40,76.5,51,18.14,0,0,0,0,0,204.474,76.5,0,,0,7251.0192,76.5
204.504,-0.23749,-85.5,0,0,0,0,-0.0005,0,40,76.5,51,18.14,0,0,0,0,0,204.504,76.5,0,,0,7251.0192,76.5
204.533,-0.23749,-85.5,0,-0.001,0,0,0.0003,0,40,76.5,51,18.13,0,0,0,0,0,204.533,76.5,0,,0,7251.0192,76.5
204.564,-0.23749,-85.5,0,0.001,0,0,-0.0015,0,40,76.5,51,18.14,0,0,0,0,0,204.564,76.5,0,,0,7251.0192,76.5
204.594,-0.23749,-85.5,0,0,0,0,-0.0065,0,40,76.5,50.9,18.14,0,0,0,0,0,204.594,76.5,0,,0,7251.0192,76.5
204.625,-0.23749,-85.5,0,0,0,0,-0.0029,0,40,76.5,50.9,18.14,0,0,0,0,0,204.625,76.5,0,,0,7251.0192,76.5
204.652,-0.23749,-85.5,0,0,0,0,-0.0053,0,40,76.5,50.9,18.14,0,0,0,0,0,204.652,76.5,0,,0,7251.0192,76.5
204.682,-0.23749,-85.5,0,0.001,0,0,-0.0024,0,40,76.4,50.9,18.15,0,-0.01,0,0,0,204.682,76.4,-0.01,,-0.0003,7251.0189,76.4
204.712,-0.23749,-85.5,0,-0.001,0,0,-0.0009,0,40,76.4,50.9,18.14,0,0,0,0,0,204.712,76.4,0,,0,7251.0189,76.4
204.744,-0.23749,-85.5,0,0,0,0,-0.0027,0,40,76.4,50.9,18.14,0,0,0,0,0,204.744,76.4,0,,0,7251.0189,76.4
204.775,-0.23749,-85.5,0,0,0,0,-0.0037,0,40,76.4,50.9,18.14,0,0,0,0,0,204.775,76.4,0,,0,7251.0189,76.4
204.804,-0.23749,-85.5,0,0,0,0,-0.0033,0,40,76.4,50.9,18.13,0,0,0,0,0,204.804,76.4,0,,0,7251.0189,76.4
204.834,-0.23749,-85.5,0,0,0,0,0.0044,0,40,76.4,50.9,18.13,0,0,0,0,0,204.834,76.4,0,,0,7251.0189,76.4
204.864,-0.23749,-85.5,0,0,0,0,0.0041,0,40,76.4,50.9,18.14,0,0,0,0,0,204.864,76.4,0,,0,7251.0189,76.4
204.894,-0.23749,-85.5,0,0,0,0,0.0002,0,40,76.4,50.9,18.14,0,0,0,0,0,204.894,76.4,0,,0,7251.0189,76.4
204.926,-0.23749,-85.5,0,0,0,0,0.0019,0,40,76.4,50.9,18.13,0,0,0,0,0,204.926,76.4,0,,0,7251.0189,76.4
204.956,-0.23749,-85.5,0,0,0,0,0.0006,0,40,76.4,50.9,18.14,0,0,0,0,0,204.956,76.4,0,,0,7251.0189,76.4
204.986,-0.23749,-85.5,0,0.001,0,0,-0.0013,0,40,76.3,50.9,18.14,0,0,0,0,0,204.986,76.3,0,,0,7251.0189,76.3
205.018,-0.23749,-85.5,0,0,0,0,0.0048,0,40,76.3,50.9,18.14,0,0,0,0,0,205.018,76.3,0,,0,7251.0189,76.3
205.051,-0.23749,-85.5,0,0.001,0,0,0.0008,0,40,76.3,50.9,18.14,0,0,0,0,0,205.051,76.3,0,,0,7251.0189,76.3
205.082,-0.23749,-85.5,0,0,0,0,0.0005,0,40,76.3,50.9,18.14,0,0,0,0,0,205.082,76.3,0,,0,7251.0189,76.3
205.112,-0.23749,-85.5,0,0,0,0,0.0002,0,40,76.3,50.9,18.15,0,0,0,0,0,205.112,76.3,0,,0,7251.0189,76.3
205.143,-0.23749,-85.5,0,0,0,0,-0.0009,0,40,76.3,50.9,18.14,0,0,0,0,0,205.143,76.3,0,,0,7251.0189,76.3
205.173,-0.23749,-85.5,0,0,0,0,-0.0006,0,40,76.3,50.8,18.15,0,0,0,0,0,205.173,76.3,0,,0,7251.0189,76.3
205.202,-0.23749,-85.5,0,0.001,0,0,-0.0005,0,40,76.3,50.8,18.14,0,0,0,0,0,205.202,76.3,0,,0,7251.0189,76.3
205.233,-0.23749,-85.5,0,0,0,0,0.0035,0,40,76.3,50.8,18.14,0,0,0,0,0,205.233,76.3,0,,0,7251.0189,76.3
205.265,-0.23749,-85.5,0,0,0,0,-0.0095,0,40,76.3,50.8,18.14,0,0,0,0,0,205.265,76.3,0,,0,7251.0189,76.3
205.296,-0.23749,-85.5,0,0.001,0,0,-0.0017,0,40,76.2,50.8,18.14,0,0,0,0,0,205.296,76.2,0,,0,7251.0189,76.2
205.328,-0.23749,-85.5,0,0,0,0,-0.0004,0,40,76.2,50.8,18.14,0,0,0,0,0,205.328,76.2,0,,0,7251.0189,76.2
205.36,-0.23749,-85.5,0,0,0,0,0.0066,0,40,76.2,50.8,18.14,0,0,0,0,0,205.36,76.2,0,,0,7251.0189,76.2
205.392,-0.23749,-85.5,0,0.001,0,0,-0.0002,0,40,76.2,50.8,18.15,0,0,0,0,0,205.392,76.2,0,,0,7251.0189,76.2
205.424,-0.23749,-85.5,0,0.002,0,0,-0.0011,0,40,76.2,50.8,18.15,0,0,0,0,0,205.424,76.2,0,,0,7251.0189,76.2
205.456,-0.23749,-85.5,0,0,0,0,-0.0027,0,40,76.2,50.8,18.15,0,0,0,0,0,205.456,76.2,0,,0,7251.0189,76.2
205.485,-0.23749,-85.5,0,0,0,0,-0.0011,0,40,76.2,50.8,18.14,0,0,0,0,0,205.485,76.2,0,,0,7251.0189,76.2
205.515,-0.23749,-85.5,0,0,0,0,-0.0014,0,40,76.2,50.8,18.15,0,0,0,0,0,205.515,76.2,0,,0,7251.0189,76.2
205.545,-0.23749,-85.5,0,0,0,0,-0.0055,0,40,76.2,50.8,18.14,0,0,0,0,0,205.545,76.2,0,,0,7251.0189,76.2
205.577,-0.23749,-85.5,0,0,0,0,0.0008,0,40,76.1,50.8,18.14,0,0,0,0,0,205.577,76.1,0,,0,7251.0189,76.1
205.605,-0.23749,-85.5,0,0,0,0,-0.0017,0,40,76.1,50.8,18.14,0,0,0,0,0,205.605,76.1,0,,0,7251.0189,76.1
205.634,-0.23749,-85.5,0,0,0,0,-0.0015,0,40,76.1,50.8,18.14,0,0,0,0,0,205.634,76.1,0,,0,7251.0189,76.1
205.664,-0.23749,-85.5,0,0,0,0,0.0018,0,40,76.1,50.8,18.14,0,0,0,0,0,205.664,76.1,0,,0,7251.0189,76.1
205.693,-0.23749,-85.5,0,0.001,0,0,-0.0011,0,40,76.1,50.8,18.15,0,0,0,0,0,205.693,76.1,0,,0,7251.0189,76.1
205.724,-0.23749,-85.5,0,0,0,0,-0.003,0,40,76.1,50.8,18.14,0,0,0,0,0,205.724,76.1,0,,0,7251.0189,76.1
205.752,-0.23749,-85.5,0,0,0,0,0.0032,0,40,76.1,50.8,18.15,0,0,0,0,0,205.752,76.1,0,,0,7251.0189,76.1
205.785,-0.23749,-85.5,0,0.001,0,0,0.0009,0,40,76.1,50.7,18.14,0,0,0,0,0,205.785,76.1,0,,0,7251.0189,76.1
205.816,-0.23749,-85.5,0,0,0,0,0.0019,0,40,76.1,50.7,18.14,0,0,0,0,0,205.816,76.1,0,,0,7251.0189,76.1
205.844,-0.23749,-85.5,0,0,0,0,0.0019,0,40,76.1,50.7,18.14,0,0,0,0,0,205.844,76.1,0,,0,7251.0189,76.1
205.874,-0.23749,-85.5,0,0,0,0,-0.0022,0,40,76.1,50.7,18.14,0,0,0,0,0,205.874,76.1,0,,0,7251.0189,76.1
205.903,-0.23749,-85.5,0,0.001,0,0,0.0042,0,40,76,50.7,18.14,0,0,0,-0.01,0,205.903,76,0,,0,7251.0189,76
205.932,-0.23749,-85.5,0,0.001,0,0,0.0036,0,40,76,50.7,18.14,0,0,0,0,0,205.932,76,0,,0,7251.0189,76
205.959,-0.23749,-85.5,0,0,0,0,0.0014,0,40,76,50.7,18.14,0,0,0,0,0,205.959,76,0,,0,7251.0189,76
205.99,-0.2375,-85.5,0,-0.001,0,0,0.0004,0,40,76,50.7,18.14,0,0,0,0,0,205.99,76,0,,0,7251.0189,76
206.019,-0.23749,-85.5,0,0,0,0,-0.0008,0,40,76,50.7,18.14,0,0,0,0,0,206.019,76,0,,0,7251.0189,76
206.047,-0.23749,-85.5,0,0.001,0,0,0.0007,0,40,76,50.7,18.15,0,0,0,0,0,206.047,76,0,,0,7251.0189,76
206.077,-0.23749,-85.5,0,-0.001,0,0,0.0035,0,40,76,50.7,18.15,0,0,0,-0.01,0,206.077,76,0,,0,7251.0189,76
206.102,-0.23749,-85.5,0,0,0,0,-0.0034,0,40,76,50.7,18.14,0,0,0,0,0,206.102,76,0,,0,7251.0189,76
206.132,-0.23749,-85.5,0,0.001,0,0,0.0021,0,40,76,50.7,18.14,0,0,0,0,0,206.132,76,0,,0,7251.0189,76
